date,HLY_TEMP_NORMAL_SF,HLY_TEMP_10PCTL_SF,HLY_TEMP_90PCTL_SF,HLY_DEWP_NORMAL_SF,HLY_DEWP_10PCTL_SF,HLY_DEWP_90PCTL_SF,HLY_PRES_NORMAL_SF,HLY_PRES_10PCTL_SF,HLY_PRES_90PCTL_SF,HLY_CLDH_NORMAL_SF,HLY_HTDH_NORMAL_SF,HLY_CLOD_PCTCLR_SF,HLY_CLOD_PCTFEW_SF,HLY_CLOD_PCTSCT_SF,HLY_CLOD_PCTBKN_SF,HLY_CLOD_PCTOVC_SF,HLY_HIDX_NORMAL_SF,HLY_WCHL_NORMAL_SF,HLY_WIND_AVGSPD_SF,HLY_WIND_PCTCLM_SF,HLY_WIND_VCTDIR_SF,HLY_WIND_VCTSPD_SF,HLY_WIND_1STDIR_SF,HLY_WIND_1STPCT_SF,HLY_WIND_2NDDIR_SF,HLY_WIND_2NDPCT_SF
07-14T13:00:00,69.9,64.0,75.9,53.9,50.0,57.0,1014.8,1011.7,1017.7,5.2,0.3,23.6,48.9,15.8,9.3,2.4,69.9,69.9,17.0,0.2,287.0,14.8,7.0,45.2,8.0,37.5
07-14T14:00:00,70.0,64.0,75.9,53.7,50.0,57.0,1014.5,1011.3,1017.3,5.2,0.3,20.4,49.5,18.5,9.5,2.1,70.0,70.0,18.6,0.4,283.0,16.8,7.0,52.5,8.0,33.6
07-14T15:00:00,69.1,64.0,75.0,53.5,50.0,57.0,1014.1,1011.0,1017.1,4.5,0.4,21.2,48.2,20.0,7.9,2.6,69.1,69.1,19.6,0.0,281.0,17.9,7.0,59.4,8.0,28.6
07-14T16:00:00,67.8,62.1,73.0,53.3,50.0,57.0,1013.9,1010.7,1016.8,3.4,0.6,18.5,47.9,20.1,9.5,4.1,67.8,67.7,20.0,0.0,279.0,18.5,7.0,62.5,8.0,28.3
07-14T17:00:00,65.9,61.0,71.1,53.2,50.0,57.0,1013.6,1010.5,1016.6,2.1,1.2,17.9,49.5,21.2,8.3,3.1,65.9,65.9,19.5,0.0,279.0,18.1,7.0,66.2,8.0,25.9
07-14T18:00:00,63.6,59.0,69.1,53.2,50.0,57.0,1013.6,1010.5,1016.5,1.0,2.4,16.6,48.2,20.2,11.6,3.3,63.6,63.6,18.4,0.0,279.0,17.2,7.0,65.5,8.0,26.4
07-14T19:00:00,61.3,57.0,66.0,53.0,50.0,55.9,1013.8,1010.8,1016.8,0.4,4.1,15.1,46.7,21.3,12.4,4.5,61.3,61.3,16.6,0.0,279.0,15.5,7.0,66.7,8.0,25.2
07-14T20:00:00,59.7,55.9,64.0,53.0,50.0,55.9,1014.0,1011.2,1016.9,0.2,5.5,14.0,45.7,20.0,11.4,8.8,59.7,59.6,14.9,0.4,278.0,13.8,7.0,63.3,8.0,25.7
07-14T21:00:00,59.0,55.0,63.0,53.1,50.0,55.9,1014.4,1011.5,1017.4,0.1,6.1,18.9,47.7,12.6,9.2,11.6,59.0,59.0,13.5,0.9,278.0,12.6,7.0,64.6,8.0,24.0
07-14T22:00:00,58.6,55.0,63.0,53.1,50.0,57.0,1014.6,1011.6,1017.6,0.1,6.4,18.3,41.2,11.8,15.4,13.3,58.6,58.6,12.5,0.0,277.0,11.5,7.0,63.6,8.0,24.1
07-14T23:00:00,58.2,55.0,62.1,53.0,50.0,55.9,1014.6,1011.6,1017.6,0.0,6.8,20.5,39.9,14.4,11.2,13.9,58.2,58.2,11.2,0.2,278.0,10.3,7.0,62.4,8.0,24.5
07-15T00:00:00,57.9,54.7,62.1,52.9,50.0,55.9,1014.5,1011.4,1017.4,0.0,7.2,19.5,39.7,13.1,14.3,13.5,57.9,57.9,10.5,1.8,276.0,9.6,7.0,62.0,8.0,23.1
07-15T01:00:00,57.5,54.0,61.0,52.9,50.0,55.9,1014.3,1011.3,1017.3,0.0,7.5,16.9,37.3,13.2,15.9,16.7,57.5,57.5,9.8,2.0,275.0,8.9,7.0,61.9,8.0,22.0
07-15T02:00:00,57.3,54.0,61.0,52.7,50.0,55.9,1014.2,1011.1,1017.3,0.0,7.8,17.4,34.1,12.1,13.6,22.7,57.3,57.3,9.2,2.4,275.0,8.2,7.0,58.5,8.0,24.2
07-15T03:00:00,57.0,54.0,61.0,52.7,50.0,55.9,1014.1,1011.0,1017.1,0.0,8.0,16.7,30.6,12.1,16.2,24.4,57.0,57.0,8.5,4.7,272.0,7.6,7.0,57.7,8.0,17.9
07-15T04:00:00,56.9,54.0,61.0,52.5,48.9,55.9,1014.2,1011.2,1017.3,0.0,8.1,12.0,27.0,10.0,21.8,29.3,56.9,56.9,8.3,5.3,271.0,7.3,7.0,59.1,8.0,16.8
07-15T05:00:00,56.8,53.6,61.0,52.5,48.9,55.9,1014.4,1011.3,1017.6,0.0,8.2,8.2,22.6,20.3,16.8,32.1,56.8,56.8,8.1,5.1,268.0,6.9,7.0,54.9,8.0,17.1
07-15T06:00:00,57.5,54.0,62.1,52.7,50.0,55.9,1014.8,1011.6,1017.9,0.0,7.5,8.8,25.3,13.8,19.4,32.7,57.5,57.5,7.5,7.8,267.0,6.3,7.0,50.4,8.0,16.4
07-15T07:00:00,59.4,55.9,64.0,53.1,50.0,55.9,1015.1,1012.0,1018.2,0.1,5.7,9.2,26.4,15.2,16.8,32.5,59.4,59.4,7.0,17.8,269.0,5.6,7.0,39.1,8.0,20.1
07-15T08:00:00,61.4,57.0,66.0,53.6,50.0,57.0,1015.3,1012.2,1018.4,0.3,3.9,10.7,27.1,18.4,16.9,26.9,61.4,61.4,7.9,8.7,280.0,5.5,7.0,28.7,8.0,26.6
07-15T09:00:00,63.4,59.0,66.9,54.1,51.1,57.9,1015.3,1012.2,1018.5,0.7,2.3,14.0,30.3,21.9,18.0,15.8,63.4,63.4,9.5,1.3,296.0,6.2,8.0,26.5,7.0,26.3
07-15T10:00:00,65.5,61.0,70.0,54.4,51.1,57.9,1015.4,1012.2,1018.4,1.7,1.2,16.6,38.2,17.7,17.0,10.6,65.5,65.5,10.9,0.2,301.0,7.2,8.0,27.2,7.0,25.7
07-15T11:00:00,67.2,62.1,72.0,54.6,51.1,59.0,1015.3,1012.2,1018.4,2.9,0.7,21.7,43.8,15.8,13.9,4.9,67.2,67.2,12.7,0.7,300.0,9.4,8.0,32.9,7.0,28.3
07-15T12:00:00,69.0,64.0,75.0,54.4,51.1,57.9,1015.1,1012.0,1018.1,4.3,0.4,22.7,46.6,16.9,9.2,4.6,69.0,69.0,14.9,0.0,293.0,12.0,8.0,37.8,7.0,34.8
07-15T13:00:00,69.9,64.9,75.0,54.1,51.1,57.0,1014.8,1011.7,1017.8,5.2,0.3,22.9,48.8,16.2,9.5,2.6,69.9,69.9,17.0,0.0,288.0,14.8,7.0,45.7,8.0,37.6
07-15T14:00:00,70.0,64.0,75.9,53.8,50.0,57.0,1014.5,1011.3,1017.5,5.3,0.2,19.9,49.2,18.7,10.2,2.1,70.0,70.0,18.4,0.4,283.0,16.6,7.0,52.1,8.0,33.7
07-15T15:00:00,69.2,64.0,75.0,53.6,50.0,57.0,1014.2,1011.0,1017.2,4.5,0.3,20.7,48.7,19.7,8.3,2.6,69.2,69.2,19.6,0.0,281.0,18.1,7.0,59.4,8.0,29.1
07-15T16:00:00,67.8,62.1,73.0,53.5,50.0,57.0,1013.9,1010.7,1016.9,3.4,0.6,18.5,47.9,19.4,10.4,3.8,67.8,67.8,20.2,0.0,279.0,18.7,7.0,62.9,8.0,28.0
07-15T17:00:00,66.0,61.0,71.1,53.3,50.0,57.0,1013.7,1010.5,1016.7,2.1,1.1,17.9,49.1,21.2,8.7,3.1,66.0,66.0,19.4,0.2,279.0,18.1,7.0,67.2,8.0,24.9
07-15T18:00:00,63.7,59.0,69.1,53.3,50.0,57.0,1013.6,1010.5,1016.7,1.0,2.3,16.7,47.6,20.0,12.4,3.3,63.7,63.7,18.4,0.0,279.0,17.2,7.0,66.0,8.0,25.8
07-15T19:00:00,61.4,57.0,66.0,53.2,50.0,57.0,1013.8,1010.9,1016.8,0.4,4.0,14.3,46.2,22.6,12.4,4.5,61.4,61.4,16.5,0.0,279.0,15.4,7.0,66.3,8.0,26.0
07-15T20:00:00,59.7,55.9,64.0,53.2,50.0,57.0,1014.0,1011.2,1017.0,0.2,5.4,13.6,45.3,20.3,12.2,8.6,59.7,59.7,14.9,0.4,278.0,13.8,7.0,64.0,8.0,25.2
07-15T21:00:00,59.1,55.0,63.0,53.2,50.0,57.0,1014.5,1011.5,1017.6,0.1,6.1,18.3,47.7,12.8,10.1,11.1,59.1,59.0,13.4,0.9,278.0,12.6,7.0,65.3,8.0,23.5
07-15T22:00:00,58.7,55.0,63.0,53.2,50.0,57.0,1014.6,1011.6,1017.7,0.1,6.4,18.1,40.1,12.5,15.9,13.4,58.7,58.7,12.4,0.0,278.0,11.5,7.0,64.0,8.0,23.8
07-15T23:00:00,58.3,55.0,62.1,53.1,50.0,57.0,1014.6,1011.7,1017.6,0.1,6.8,20.5,38.5,15.4,11.7,13.9,58.3,58.3,11.1,0.2,278.0,10.3,7.0,63.8,8.0,23.0
07-16T00:00:00,57.9,55.0,62.1,53.0,50.0,55.9,1014.5,1011.5,1017.6,0.0,7.1,19.0,39.4,13.1,14.8,13.8,57.9,57.9,10.4,1.8,276.0,9.6,7.0,62.2,8.0,22.5
07-16T01:00:00,57.6,54.0,61.0,53.0,50.0,55.9,1014.4,1011.3,1017.4,0.0,7.4,17.5,36.2,13.0,15.5,18.0,57.6,57.6,9.7,2.0,275.0,8.9,7.0,62.3,8.0,21.5
07-16T02:00:00,57.4,54.0,61.0,52.8,50.0,55.9,1014.2,1011.2,1017.3,0.0,7.7,16.4,34.1,12.4,13.6,23.5,57.4,57.4,9.1,2.4,275.0,8.2,7.0,59.4,8.0,23.0
07-16T03:00:00,57.1,54.0,61.0,52.8,50.0,55.9,1014.2,1011.1,1017.3,0.0,7.9,15.4,30.3,12.6,16.2,25.4,57.1,57.1,8.5,4.9,272.0,7.6,7.0,58.0,8.0,17.4
07-16T04:00:00,57.0,54.0,61.0,52.7,50.0,55.9,1014.2,1011.2,1017.3,0.0,8.1,11.4,26.5,10.5,21.7,29.7,57.0,57.0,8.3,6.0,271.0,7.3,7.0,59.6,8.0,15.5
07-16T05:00:00,56.9,54.0,61.0,52.6,48.9,55.9,1014.5,1011.4,1017.6,0.0,8.1,8.4,22.6,19.7,16.3,33.1,56.9,56.9,8.1,5.1,268.0,6.9,7.0,54.9,8.0,16.3
07-16T06:00:00,57.6,54.0,62.1,52.9,50.0,55.9,1014.8,1011.7,1017.9,0.0,7.5,8.5,25.6,13.1,19.2,33.6,57.6,57.6,7.5,8.0,267.0,6.3,7.0,50.0,8.0,16.1
07-16T07:00:00,59.4,55.9,63.5,53.2,50.0,55.9,1015.1,1012.1,1018.3,0.1,5.7,9.2,26.2,14.7,16.8,33.1,59.4,59.4,7.0,18.4,269.0,5.6,7.0,37.2,8.0,20.8
07-16T08:00:00,61.4,57.0,65.8,53.6,50.0,57.0,1015.4,1012.3,1018.5,0.3,3.9,10.5,26.6,18.7,17.4,26.9,61.4,61.4,8.0,8.4,280.0,5.6,7.0,28.4,8.0,28.0
07-16T09:00:00,63.4,59.0,66.9,54.2,51.1,57.9,1015.4,1012.3,1018.6,0.7,2.3,13.3,30.5,21.9,18.5,15.8,63.4,63.4,9.5,1.3,296.0,6.3,8.0,28.2,7.0,25.6
07-16T10:00:00,65.5,61.0,70.0,54.5,51.1,57.9,1015.4,1012.3,1018.7,1.7,1.2,15.9,38.9,17.9,17.2,10.1,65.5,65.5,10.9,0.2,301.0,7.2,8.0,28.0,7.0,25.8
07-16T11:00:00,67.3,62.1,72.0,54.7,51.1,59.0,1015.4,1012.3,1018.5,2.9,0.7,20.0,45.6,15.6,13.7,5.1,67.3,67.3,12.7,0.7,300.0,9.5,8.0,34.5,7.0,27.8
07-16T12:00:00,69.0,64.0,75.0,54.5,51.1,57.9,1015.1,1012.0,1018.2,4.3,0.3,21.7,47.6,17.1,8.9,4.6,69.0,69.0,14.9,0.0,293.0,12.0,8.0,38.0,7.0,34.2
07-16T13:00:00,69.9,64.9,75.0,54.2,51.1,57.9,1014.9,1011.8,1017.9,5.1,0.3,21.7,49.3,16.9,9.5,2.6,69.9,69.9,17.0,0.0,288.0,14.8,7.0,45.5,8.0,37.7
07-16T14:00:00,70.0,64.9,75.9,53.9,50.0,57.2,1014.5,1011.5,1017.6,5.3,0.2,19.6,48.3,19.6,10.4,2.1,70.0,70.0,18.4,0.4,283.0,16.7,7.0,52.9,8.0,33.3
07-16T15:00:00,69.2,64.0,73.9,53.7,50.0,57.0,1014.2,1011.2,1017.3,4.5,0.3,20.3,48.5,20.1,8.5,2.6,69.2,69.2,19.6,0.0,281.0,18.1,7.0,59.6,8.0,28.6
07-16T16:00:00,67.9,62.1,73.0,53.5,50.0,57.0,1014.0,1010.8,1016.9,3.4,0.6,17.9,48.0,20.1,10.4,3.6,67.9,67.8,20.2,0.0,279.0,18.7,7.0,62.9,8.0,27.8
07-16T17:00:00,66.1,61.0,71.1,53.4,50.0,57.0,1013.7,1010.6,1016.8,2.2,1.1,17.8,48.4,21.8,8.9,3.1,66.1,66.1,19.3,0.2,279.0,18.1,7.0,67.2,8.0,24.3
07-16T18:00:00,63.8,59.0,69.1,53.4,50.0,57.0,1013.7,1010.5,1016.8,1.1,2.2,16.6,46.4,21.3,12.3,3.3,63.8,63.8,18.2,0.0,280.0,17.1,7.0,64.9,8.0,26.9
07-16T19:00:00,61.5,57.0,66.0,53.2,50.0,57.0,1013.9,1010.9,1016.9,0.4,3.9,13.7,46.2,23.0,12.6,4.5,61.5,61.5,16.4,0.0,279.0,15.3,7.0,66.7,8.0,25.5
07-16T20:00:00,59.8,55.9,64.0,53.2,50.0,57.0,1014.1,1011.2,1017.1,0.2,5.3,14.0,44.9,20.7,12.4,8.1,59.8,59.8,14.8,0.4,278.0,13.8,7.0,63.8,8.0,24.7
07-16T21:00:00,59.1,55.9,63.0,53.3,50.0,57.0,1014.5,1011.5,1017.6,0.1,6.0,18.2,47.6,12.7,10.8,10.8,59.1,59.1,13.4,0.7,278.0,12.5,7.0,66.0,8.0,22.7
07-16T22:00:00,58.7,55.0,63.0,53.3,50.0,57.0,1014.7,1011.7,1017.8,0.1,6.3,18.1,39.9,12.7,16.6,12.7,58.7,58.7,12.3,0.2,278.0,11.4,7.0,64.5,8.0,23.1
07-16T23:00:00,58.3,55.0,62.1,53.2,50.0,57.0,1014.7,1011.7,1017.8,0.1,6.7,20.1,38.3,15.5,12.3,13.8,58.3,58.3,11.0,0.2,278.0,10.1,7.0,63.8,8.0,22.8
07-17T00:00:00,58.0,55.0,62.1,53.1,50.0,55.9,1014.6,1011.5,1017.6,0.0,7.0,18.4,38.7,13.5,15.4,14.0,58.0,58.0,10.3,1.8,276.0,9.5,7.0,62.6,8.0,22.0
07-17T01:00:00,57.7,54.0,61.0,53.1,50.0,57.0,1014.4,1011.3,1017.6,0.0,7.3,17.4,35.5,13.6,15.4,18.1,57.7,57.7,9.7,2.0,275.0,8.8,7.0,63.1,8.0,20.7
07-17T02:00:00,57.4,54.0,61.0,52.9,50.0,55.9,1014.3,1011.2,1017.3,0.0,7.6,16.7,33.3,12.9,13.9,23.2,57.4,57.4,9.1,2.2,275.0,8.3,7.0,59.9,8.0,22.4
07-17T03:00:00,57.2,54.0,61.0,52.9,50.0,55.9,1014.2,1011.0,1017.3,0.0,7.8,15.6,29.7,12.3,16.9,25.6,57.2,57.2,8.4,5.3,273.0,7.6,7.0,58.0,8.0,17.1
07-17T04:00:00,57.0,54.0,61.0,52.7,50.0,55.9,1014.3,1011.2,1017.3,0.0,8.0,11.6,26.3,11.4,20.8,29.9,57.0,57.0,8.3,6.0,271.0,7.3,7.0,60.1,8.0,15.5
07-17T05:00:00,56.9,54.0,61.0,52.7,50.0,55.9,1014.5,1011.4,1017.6,0.0,8.1,8.6,22.1,19.8,16.7,32.8,56.9,56.9,8.0,5.6,268.0,6.8,7.0,56.1,8.0,15.8
07-17T06:00:00,57.6,54.0,62.1,52.9,50.0,55.9,1014.9,1011.8,1017.9,0.0,7.4,8.7,26.2,12.7,18.8,33.6,57.6,57.6,7.6,7.8,267.0,6.4,7.0,50.7,8.0,15.9
07-17T07:00:00,59.5,55.9,63.0,53.3,50.0,57.0,1015.2,1012.1,1018.3,0.1,5.6,9.1,27.1,15.1,15.4,33.3,59.5,59.5,7.0,18.0,269.0,5.6,7.0,37.5,8.0,20.3
07-17T08:00:00,61.5,57.0,65.8,53.7,50.0,57.0,1015.4,1012.3,1018.6,0.3,3.8,10.4,27.2,18.3,17.5,26.6,61.5,61.5,7.9,7.6,281.0,5.5,7.0,28.7,8.0,28.6
07-17T09:00:00,63.5,59.0,68.0,54.2,51.1,57.9,1015.4,1012.2,1018.7,0.8,2.2,13.0,31.8,22.2,17.1,15.9,63.5,63.5,9.4,1.3,297.0,6.2,8.0,28.7,7.0,24.8
07-17T10:00:00,65.5,61.0,70.0,54.6,51.1,57.9,1015.5,1012.3,1018.7,1.7,1.2,15.1,39.9,17.7,17.4,9.9,65.5,65.5,10.8,0.4,302.0,7.2,8.0,27.7,7.0,25.6
07-17T11:00:00,67.4,63.0,72.5,54.7,51.1,59.0,1015.4,1012.3,1018.6,3.0,0.6,18.9,46.5,15.3,14.0,5.3,67.4,67.4,12.6,0.9,300.0,9.5,8.0,35.2,7.0,27.2
07-17T12:00:00,69.0,64.0,75.0,54.5,51.1,57.9,1015.2,1012.0,1018.3,4.4,0.3,20.6,48.4,17.3,9.4,4.3,69.0,69.0,14.8,0.0,293.0,12.0,8.0,37.9,7.0,33.9
07-17T13:00:00,69.9,64.9,75.0,54.2,51.1,57.9,1014.9,1011.7,1018.0,5.1,0.2,20.9,50.5,17.1,9.0,2.6,69.9,69.9,17.0,0.0,288.0,14.8,7.0,45.6,8.0,37.2
07-17T14:00:00,70.0,64.9,75.9,54.0,51.1,57.9,1014.6,1011.5,1017.6,5.3,0.2,19.0,48.8,20.4,9.6,2.1,70.0,70.0,18.5,0.4,283.0,16.8,7.0,52.7,8.0,33.8
07-17T15:00:00,69.2,64.0,73.9,53.8,50.0,57.0,1014.2,1011.1,1017.3,4.5,0.3,19.7,48.8,20.9,8.2,2.3,69.2,69.2,19.7,0.0,281.0,18.1,7.0,59.6,8.0,28.9
07-17T16:00:00,67.9,63.0,73.0,53.7,50.0,57.0,1014.0,1010.8,1017.2,3.4,0.5,17.6,48.6,21.0,9.3,3.4,67.9,67.9,20.2,0.0,279.0,18.7,7.0,63.2,8.0,27.4
07-17T17:00:00,66.1,61.0,71.1,53.5,50.0,57.0,1013.7,1010.5,1016.8,2.2,1.1,17.1,49.1,22.4,8.6,2.8,66.1,66.1,19.3,0.2,279.0,18.1,7.0,67.3,8.0,23.6
07-17T18:00:00,63.9,59.0,69.1,53.4,50.0,57.0,1013.7,1010.5,1016.9,1.1,2.2,15.6,47.6,21.5,12.3,3.1,63.9,63.9,18.2,0.0,279.0,17.1,7.0,64.4,8.0,26.9
07-17T19:00:00,61.5,57.0,66.0,53.3,50.0,57.0,1013.9,1010.8,1016.9,0.4,3.9,13.0,46.8,22.9,12.3,5.0,61.5,61.5,16.3,0.0,279.0,15.3,7.0,66.8,8.0,25.6
07-17T20:00:00,59.9,55.9,64.0,53.3,50.0,57.0,1014.1,1011.1,1017.2,0.2,5.3,13.5,45.6,20.4,11.9,8.6,59.9,59.8,14.8,0.4,278.0,13.7,7.0,63.8,8.0,24.2
07-17T21:00:00,59.2,55.9,63.0,53.4,50.0,57.0,1014.6,1011.5,1017.7,0.1,5.9,18.3,47.6,12.6,10.5,11.0,59.2,59.2,13.2,0.4,278.0,12.4,7.0,67.5,8.0,22.3
07-17T22:00:00,58.8,55.2,63.0,53.4,50.0,57.0,1014.7,1011.6,1017.8,0.1,6.3,18.2,39.5,13.0,16.1,13.2,58.8,58.8,12.2,0.2,278.0,11.3,7.0,63.8,8.0,23.3
07-17T23:00:00,58.4,55.0,62.1,53.3,50.0,57.0,1014.7,1011.7,1017.9,0.1,6.7,19.8,38.2,15.7,12.3,14.0,58.4,58.4,10.9,0.2,278.0,10.1,7.0,63.6,8.0,23.0
07-18T00:00:00,58.1,55.0,62.1,53.2,50.0,55.9,1014.6,1011.5,1017.8,0.0,7.0,18.3,38.5,13.2,15.4,14.6,58.1,58.1,10.2,1.8,276.0,9.4,7.0,62.8,8.0,21.8
07-18T01:00:00,57.7,54.7,61.0,53.1,50.0,57.0,1014.4,1011.4,1017.6,0.0,7.3,17.2,35.7,13.1,14.8,19.2,57.7,57.7,9.7,2.2,275.0,8.8,7.0,63.8,8.0,19.7
07-18T02:00:00,57.5,54.0,61.0,53.0,50.0,55.9,1014.3,1011.2,1017.4,0.1,7.6,16.2,33.2,12.8,13.2,24.5,57.5,57.5,9.1,2.2,274.0,8.2,7.0,60.7,8.0,21.1
07-18T03:00:00,57.2,54.0,61.0,52.9,50.0,55.9,1014.2,1011.1,1017.4,0.0,7.8,14.7,29.4,12.9,17.0,25.9,57.2,57.2,8.4,5.3,273.0,7.5,7.0,58.9,8.0,16.6
07-18T04:00:00,57.1,54.0,61.0,52.8,50.0,55.9,1014.3,1011.2,1017.4,0.0,7.9,11.6,26.2,11.2,20.5,30.5,57.1,57.1,8.2,6.0,271.0,7.3,7.0,60.3,8.0,15.5
07-18T05:00:00,57.0,54.0,61.0,52.7,50.0,55.9,1014.5,1011.5,1017.6,0.0,8.0,7.8,22.2,19.8,16.2,33.9,57.0,57.0,8.0,6.0,268.0,6.8,7.0,57.5,8.0,14.2
07-18T06:00:00,57.6,54.1,62.1,53.0,50.0,55.9,1014.9,1011.8,1018.0,0.0,7.4,8.2,25.5,12.6,18.7,35.0,57.6,57.6,7.5,8.9,267.0,6.3,7.0,52.0,8.0,14.6
07-18T07:00:00,59.5,55.9,63.0,53.3,50.0,57.0,1015.2,1012.1,1018.3,0.1,5.6,8.6,27.1,15.1,15.6,33.6,59.5,59.5,6.9,18.0,268.0,5.5,7.0,37.0,8.0,20.5
07-18T08:00:00,61.5,57.0,65.8,53.8,50.0,57.0,1015.4,1012.3,1018.5,0.3,3.8,10.1,27.3,18.2,17.2,27.3,61.5,61.5,7.8,8.2,280.0,5.4,8.0,28.8,7.0,27.8
07-18T09:00:00,63.6,59.0,66.9,54.3,51.1,57.9,1015.4,1012.3,1018.6,0.8,2.2,12.9,32.0,22.1,16.3,16.7,63.6,63.6,9.4,1.3,297.0,6.1,8.0,28.7,7.0,24.2
07-18T10:00:00,65.6,61.0,70.0,54.7,51.1,57.9,1015.5,1012.4,1018.6,1.7,1.2,14.9,40.4,17.2,18.1,9.4,65.6,65.6,10.8,0.2,302.0,7.1,8.0,27.7,7.0,25.0
07-18T11:00:00,67.3,63.0,72.0,54.8,51.1,59.0,1015.4,1012.3,1018.5,3.0,0.6,18.5,45.9,16.6,13.7,5.3,67.3,67.3,12.6,0.9,300.0,9.5,8.0,36.2,7.0,26.3
07-18T12:00:00,69.0,64.0,75.0,54.6,51.1,57.9,1015.1,1012.0,1018.3,4.4,0.3,20.3,49.5,16.7,9.1,4.3,69.0,69.0,14.8,0.0,294.0,12.0,8.0,38.4,7.0,33.1
07-18T13:00:00,70.0,64.9,75.0,54.3,51.1,57.9,1014.8,1011.7,1017.9,5.2,0.2,20.8,50.7,17.7,8.3,2.6,70.0,70.0,17.0,0.0,288.0,14.8,7.0,44.0,8.0,38.8
07-18T14:00:00,70.1,64.9,75.9,54.1,51.1,57.9,1014.5,1011.5,1017.6,5.3,0.2,19.2,48.1,21.7,8.9,2.1,70.1,70.1,18.6,0.4,284.0,16.8,7.0,52.2,8.0,34.5
07-18T15:00:00,69.2,64.0,75.0,53.9,50.0,57.0,1014.2,1011.1,1017.3,4.5,0.3,19.4,48.4,21.7,8.2,2.3,69.2,69.2,19.7,0.0,281.0,18.2,7.0,59.5,8.0,29.2
07-18T16:00:00,67.9,63.0,73.0,53.7,50.0,57.0,1013.9,1010.8,1017.0,3.4,0.5,17.8,47.9,21.0,10.2,3.2,67.9,67.9,20.3,0.0,279.0,18.8,7.0,62.6,8.0,27.8
07-18T17:00:00,66.1,61.0,71.1,53.6,50.0,57.0,1013.7,1010.6,1016.8,2.2,1.1,17.2,47.8,23.1,9.1,2.8,66.1,66.1,19.4,0.2,279.0,18.1,7.0,66.3,8.0,25.1
07-18T18:00:00,63.9,59.0,69.1,53.5,50.0,57.0,1013.7,1010.6,1016.8,1.1,2.2,15.8,46.8,22.1,12.2,3.1,63.9,63.9,18.3,0.0,280.0,17.2,7.0,63.9,8.0,27.9
07-18T19:00:00,61.5,57.0,66.0,53.4,50.0,57.0,1013.8,1010.9,1016.9,0.4,3.9,13.7,46.0,22.7,12.6,5.0,61.5,61.5,16.4,0.0,280.0,15.4,7.0,65.1,8.0,27.8
07-18T20:00:00,59.9,55.9,64.0,53.4,50.0,57.0,1014.1,1011.2,1017.1,0.2,5.3,14.0,45.6,19.7,12.4,8.3,59.9,59.8,14.7,0.4,279.0,13.6,7.0,64.1,8.0,23.9
07-18T21:00:00,59.2,55.9,63.0,53.4,50.0,57.0,1014.5,1011.5,1017.6,0.1,5.9,19.0,46.9,12.1,10.7,11.2,59.2,59.2,13.2,0.4,279.0,12.4,7.0,66.5,8.0,23.3
07-18T22:00:00,58.8,55.8,63.0,53.4,50.0,57.0,1014.7,1011.7,1017.8,0.1,6.3,18.6,40.0,13.0,15.0,13.4,58.8,58.8,12.2,0.2,278.0,11.3,7.0,63.3,8.0,24.3
07-18T23:00:00,58.4,55.0,62.1,53.3,50.0,57.0,1014.7,1011.7,1017.7,0.1,6.7,19.5,39.5,15.7,11.1,14.2,58.4,58.4,10.9,0.2,278.0,10.1,7.0,64.0,8.0,22.8
07-19T00:00:00,58.1,55.0,62.1,53.3,50.0,55.9,1014.6,1011.6,1017.6,0.0,7.0,18.3,39.8,13.4,13.9,14.6,58.1,58.1,10.2,2.0,276.0,9.4,7.0,62.5,8.0,21.5
07-19T01:00:00,57.8,55.0,61.0,53.2,50.0,57.0,1014.4,1011.4,1017.6,0.0,7.3,17.7,36.1,12.5,14.3,19.4,57.8,57.8,9.7,2.2,275.0,8.8,7.0,63.8,8.0,19.9
07-19T02:00:00,57.5,54.0,61.0,53.1,50.0,55.9,1014.3,1011.2,1017.3,0.0,7.5,16.8,33.1,12.5,13.0,24.6,57.5,57.5,9.1,2.2,274.0,8.3,7.0,61.1,8.0,20.1
07-19T03:00:00,57.2,54.0,61.0,53.0,50.0,55.9,1014.2,1011.1,1017.3,0.0,7.8,15.3,29.1,12.8,16.6,26.3,57.2,57.2,8.4,5.3,273.0,7.5,7.0,59.3,8.0,16.4
07-19T04:00:00,57.1,54.0,61.0,52.9,50.0,55.9,1014.3,1011.2,1017.4,0.0,7.9,11.4,26.4,11.4,19.8,31.0,57.1,57.1,8.2,6.0,272.0,7.2,7.0,59.7,8.0,15.7
07-19T05:00:00,57.0,54.0,61.0,52.8,50.0,55.9,1014.5,1011.5,1017.6,0.0,8.0,7.6,21.4,19.3,17.0,34.7,57.0,57.0,7.8,6.4,269.0,6.7,7.0,56.6,8.0,14.4
07-19T06:00:00,57.6,55.0,61.0,53.1,50.0,55.9,1014.9,1011.9,1018.0,0.0,7.4,7.7,24.6,13.0,18.0,36.8,57.6,57.6,7.5,9.1,268.0,6.3,7.0,52.2,8.0,14.6
07-19T07:00:00,59.5,55.9,63.0,53.4,50.0,57.0,1015.2,1012.1,1018.3,0.1,5.6,8.9,25.5,15.0,15.3,35.3,59.5,59.5,6.7,19.3,270.0,5.4,7.0,37.2,8.0,20.3
